Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
28,Male,Single,0,Graduate,Salaried,Private,1,176473,3576903,4,34280,803,Bad,4216436,4448965,Education,11,11.13,0
46,Male,Married,4,Graduate,Self Employed,Government,4,181049,501276,4,12394,507,Bad,3406701,428733,Education,10,7.15,0
33,Male,Married,5,Graduate,Self Employed,Business,18,271408,1914898,3,42723,541,Good,2561801,4316225,Business,29,11.26,0
59,Female,Single,0,Post Graduate,Salaried,Private,19,179876,975324,4,3107,360,Good,2786232,1864999,Home,15,14.24,0
57,Female,Single,0,High School,Salaried,Government,21,191622,1415930,3,49654,524,Good,3917241,4782349,Personal,29,8.48,0
48,Male,Married,1,Post Graduate,Salaried,Private,10,54397,300110,0,23812,777,Bad,1573565,1645398,Home,13,17.32,1
45,Female,Single,2,Graduate,Salaried,Private,17,190425,3054980,3,46107,496,Good,4528630,4646780,Personal,2,10.7,0
36,Male,Married,0,Graduate,Self Employed,Private,26,80586,850736,0,25520,466,Good,3259858,710973,Business,1,13.49,1
22,Male,Married,2,Post Graduate,Salaried,Private,30,34191,953819,2,16707,781,Good,2167697,1314422,Home,7,8.22,1
38,Male,Married,3,Post Graduate,Self Employed,Private,34,105077,371382,4,15490,468,Bad,708973,2606890,Car,6,7.27,0
37,Female,Single,5,Post Graduate,Salaried,Government,20,37004,733613,2,18336,676,Good,1826822,2096008,Car,13,12.76,1
50,Female,Married,1,High School,Salaried,Private,19,269345,3458574,4,37432,496,Good,2673821,176674,Business,20,12.2,0
59,Female,Married,4,Post Graduate,Self Employed,Government,8,155723,3382393,2,23731,870,Good,2879391,3200331,Business,29,17.98,1
33,Female,Single,0,High School,Salaried,Private,30,190539,2498375,1,18754,477,Good,1194619,3421584,Home,27,16.07,1
52,Female,Married,5,High School,Salaried,Business,8,148914,2210147,1,32325,482,Good,1146763,2058194,Car,2,14.73,1
49,Female,Married,5,Post Graduate,Self Employed,Government,6,88079,1503839,3,24858,687,Good,1628481,3071499,Car,14,14.05,1
50,Male,Married,2,Graduate,Salaried,Business,32,285296,377382,2,31061,502,Bad,2867456,2732788,Home,25,17.39,1
38,Female,Single,0,Graduate,Self Employed,Business,0,247665,1637734,4,16801,798,Good,3024349,4550266,Car,16,16.82,0
33,Male,Married,5,High School,Self Employed,Private,18,249162,2726677,0,13048,454,Good,3040154,2013029,Home,13,8.09,1
41,Male,Single,1,High School,Salaried,Private,2,240157,2560701,3,29683,780,Good,1429191,3520192,Home,7,10.46,0
50,Female,Single,4,High School,Self Employed,Private,11,259147,446020,3,14627,898,Good,3186931,277040,Business,18,9.36,1
41,Male,Married,3,Graduate,Self Employed,Private,29,136832,577737,1,31578,824,Bad,1524268,1445941,Education,14,14.37,1
37,Male,Married,3,High School,Salaried,Private,15,174719,1205278,2,21000,779,Good,726718,2297030,Business,21,16.39,1
60,Male,Single,2,High School,Salaried,Business,12,274904,2624534,2,26987,866,Good,4864053,4556189,Home,4,17.43,1
39,Female,Married,5,Graduate,Salaried,Business,23,87281,581727,3,536,787,Good,1487669,1972555,Home,14,17.95,1
35,Female,Married,3,Post Graduate,Self Employed,Private,16,56196,3145815,1,10317,506,Good,2418027,2232831,Car,29,16.49,1
29,Male,Single,2,Graduate,Salaried,Private,26,217679,528643,0,31728,378,Good,1843287,4623171,Car,24,10.74,1
30,Female,Married,4,Post Graduate,Self Employed,Government,28,21187,3431796,1,33782,514,Good,410094,4618055,Business,29,9.22,0
51,Male,Married,0,Post Graduate,Salaried,Government,13,259810,399018,2,37104,728,Good,376645,1856058,Business,10,10.0,1
43,Female,Single,1,High School,Salaried,Business,4,27147,2583973,0,49434,613,Good,1286612,3002234,Education,4,14.68,0
50,Male,Married,4,High School,Salaried,Business,5,134647,886798,3,40456,619,Good,4139766,4838476,Personal,3,14.12,0
53,Male,Single,4,Post Graduate,Self Employed,Business,23,180663,1183513,0,26295,461,Good,3662215,2957117,Education,24,16.24,1
29,Female,Single,3,High School,Self Employed,Private,32,100052,3398566,3,40050,376,Good,4794596,3145054,Home,27,9.94,0
21,Female,Married,3,Post Graduate,Self Employed,Business,8,222353,2281911,1,2094,776,Good,538788,2699366,Business,5,13.21,1
55,Female,Single,1,High School,Salaried,Business,2,112585,1365220,0,6993,628,Bad,4735825,4973989,Business,22,16.97,0
31,Female,Married,0,Graduate,Salaried,Business,22,168276,3270371,4,45744,368,Good,636020,3392472,Education,14,7.77,0
54,Female,Married,4,Post Graduate,Salaried,Government,20,291335,2654496,2,42637,767,Good,2471765,346023,Education,30,10.97,1
36,Male,Single,5,Post Graduate,Salaried,Business,21,159837,309743,3,26195,771,Good,970787,3528711,Car,2,7.88,1
29,Male,Single,3,High School,Salaried,Business,7,139933,349931,0,45845,447,Good,2495099,4809902,Education,22,15.26,1
52,Male,Single,4,Graduate,Salaried,Government,19,23256,432659,0,8890,584,Good,615544,2784056,Home,24,7.6,0
35,Female,Single,0,High School,Salaried,Business,13,218386,476017,4,26415,516,Good,4721979,57333,Car,18,17.41,0
32,Female,Single,2,Graduate,Self Employed,Private,29,54262,2412211,1,9668,848,Good,2678277,1507323,Car,18,16.18,1
53,Male,Single,0,High School,Salaried,Government,7,45926,2257825,4,47133,878,Bad,3398328,1864585,Car,21,7.63,0
34,Male,Married,4,Post Graduate,Salaried,Business,18,54694,2322092,0,31257,426,Good,2440104,754332,Education,4,16.0,1
28,Male,Married,4,Graduate,Self Employed,Government,5,120221,2320075,2,37062,863,Good,4708162,613391,Personal,20,8.21,1
28,Male,Single,1,Graduate,Salaried,Business,33,209725,1008771,0,47366,874,Good,1079161,2295893,Personal,30,14.71,1
47,Female,Married,4,High School,Salaried,Business,9,32441,3554444,0,39276,653,Good,2650588,3835552,Business,5,14.65,1
32,Male,Single,3,Graduate,Self Employed,Government,30,32712,2492858,0,43012,690,Good,2473899,4717551,Business,23,17.6,1
21,Female,Single,5,High School,Salaried,Private,10,25269,2310850,4,22975,866,Good,1572858,4614697,Business,2,12.03,0
60,Male,Married,1,Graduate,Self Employed,Government,34,96077,3555124,4,40795,308,Good,4600892,1460166,Home,19,15.26,0
31,Female,Married,4,High School,Salaried,Private,10,51260,1700728,3,38934,819,Good,4620258,3671657,Personal,4,13.23,1
59,Female,Single,0,High School,Self Employed,Private,31,89640,958224,3,38535,510,Good,3831673,1538584,Business,6,17.78,0
51,Female,Single,4,High School,Salaried,Government,25,250877,2620230,3,168,400,Good,3039484,4133007,Education,13,12.53,0
37,Female,Single,0,Post Graduate,Self Employed,Business,21,140356,2636716,0,33711,755,Good,4220656,870398,Education,15,17.35,1
53,Male,Married,0,Graduate,Salaried,Private,0,51199,265805,3,6981,346,Good,1883860,721111,Home,20,11.48,0
52,Male,Single,4,Post Graduate,Self Employed,Government,28,219431,3326175,3,2506,579,Bad,2959133,826964,Personal,26,9.07,0
49,Male,Single,0,Post Graduate,Salaried,Business,21,66487,582639,1,3404,621,Good,149597,4316034,Car,21,11.15,1
41,Female,Married,5,Post Graduate,Salaried,Business,31,20067,2501744,4,48321,328,Good,4571154,295524,Car,24,11.92,0
41,Male,Married,2,Post Graduate,Salaried,Business,24,176979,2830105,3,4016,695,Bad,2520851,4560486,Personal,1,14.22,1
60,Male,Married,1,Graduate,Self Employed,Government,28,294733,2229534,4,34177,348,Good,2839740,2967439,Car,3,13.79,0
43,Male,Single,4,Graduate,Self Employed,Government,31,63280,570875,2,25918,620,Good,3217878,481344,Personal,11,9.05,1
26,Female,Single,2,Post Graduate,Salaried,Business,29,79951,2980539,1,24460,376,Good,4573726,3143495,Education,8,8.39,1
42,Female,Married,0,Graduate,Salaried,Business,17,175400,1617792,2,8914,402,Good,2853099,2925185,Home,27,12.71,1
58,Female,Single,0,Graduate,Self Employed,Business,2,135451,3130925,4,4470,307,Good,217435,2828633,Education,5,7.65,0
57,Male,Single,1,High School,Self Employed,Business,11,91108,977057,4,42264,821,Good,2108960,3288134,Business,9,13.78,1
28,Male,Married,2,Graduate,Self Employed,Government,19,147492,720473,2,43887,885,Good,441877,2559050,Business,15,13.75,1
55,Male,Married,2,Post Graduate,Self Employed,Business,7,192509,1983541,3,37861,829,Good,716738,1407538,Home,23,9.2,1
31,Female,Single,4,Graduate,Self Employed,Private,30,204837,2633786,1,12903,309,Good,2963131,1597414,Home,25,17.39,1
44,Male,Married,0,Post Graduate,Self Employed,Private,23,295399,2739165,4,46929,877,Bad,4427071,2602677,Home,10,13.32,1
41,Female,Married,3,Graduate,Salaried,Government,12,168479,2652584,0,5660,308,Good,4929682,4322227,Education,17,18.0,1
22,Female,Single,4,Post Graduate,Salaried,Private,7,166031,2491826,1,43556,849,Good,1221403,1351981,Home,7,7.47,1
60,Female,Single,4,Graduate,Salaried,Private,13,140526,2660228,2,32586,690,Good,501317,1835599,Education,8,15.33,1
39,Female,Single,4,Graduate,Self Employed,Private,14,226692,2112215,4,49388,415,Good,1728271,1720107,Business,17,9.82,0
59,Male,Single,1,Graduate,Self Employed,Government,20,245726,3581193,4,41326,339,Good,3021648,1317844,Car,17,12.7,0
48,Male,Single,1,Post Graduate,Salaried,Private,14,123042,564261,2,43756,900,Good,3998722,4476292,Car,26,8.15,1
37,Female,Single,4,High School,Salaried,Business,25,268186,1613090,0,31062,656,Good,2587477,1276512,Education,13,8.65,1
26,Male,Married,5,Post Graduate,Self Employed,Private,32,237734,656732,0,2646,417,Good,4972062,3355099,Business,24,10.5,1
39,Female,Married,3,Graduate,Salaried,Private,9,278063,1158162,4,31266,370,Good,2169923,2325590,Personal,6,15.57,0
58,Male,Married,2,Post Graduate,Salaried,Private,18,237691,3396645,3,48302,776,Good,248484,3977122,Personal,16,16.07,1
48,Male,Single,2,Graduate,Self Employed,Business,10,156930,3428148,0,22717,737,Good,3818545,617786,Personal,15,8.98,1
22,Female,Single,0,Graduate,Salaried,Government,2,192806,500329,0,2833,448,Good,4196568,1540878,Business,13,8.44,0
58,Female,Single,2,High School,Salaried,Government,22,100226,312241,3,43320,533,Good,217879,4697819,Business,15,17.42,0
57,Female,Single,2,Graduate,Self Employed,Private,5,113807,830683,0,27571,368,Good,1918424,204669,Home,7,14.93,1
24,Female,Single,3,Graduate,Self Employed,Business,28,204047,1012769,3,39496,467,Good,4265594,227615,Personal,13,8.53,0
42,Male,Married,2,Graduate,Self Employed,Private,3,281778,2702595,2,44591,736,Bad,1394278,2281987,Car,20,7.89,1
46,Female,Single,3,High School,Self Employed,Government,2,67634,1611196,1,34835,730,Good,3578214,4128017,Car,10,11.25,1
56,Male,Married,1,Post Graduate,Salaried,Government,19,72310,532718,1,17367,539,Good,1143126,1261065,Personal,5,8.24,1
33,Female,Single,3,High School,Salaried,Business,7,34083,3100888,2,35024,865,Good,2632167,553190,Education,14,14.82,1
52,Male,Married,1,Post Graduate,Self Employed,Business,5,257537,464756,0,20588,332,Good,3240390,4164209,Car,16,9.0,1
37,Female,Married,3,Graduate,Self Employed,Government,4,64235,3585349,1,11147,796,Good,3230897,98303,Business,21,12.42,1
56,Male,Married,4,Post Graduate,Self Employed,Government,7,121047,2272347,2,31136,510,Good,3897877,1207119,Personal,13,11.03,1
39,Male,Married,5,Post Graduate,Salaried,Government,7,195604,553701,1,18373,368,Bad,2274448,4881424,Car,9,13.84,1
55,Male,Married,1,Post Graduate,Salaried,Private,34,83057,3558152,0,40541,353,Good,1428376,631195,Home,16,17.19,1
60,Female,Married,1,Post Graduate,Salaried,Government,18,232447,601139,3,2117,573,Good,2836793,2272190,Home,15,11.61,0
48,Female,Married,2,Graduate,Self Employed,Government,9,294354,2257617,2,32022,661,Good,3915536,1957721,Business,11,12.26,1
21,Female,Single,1,High School,Self Employed,Business,34,139632,563574,1,43053,414,Bad,3638495,2490157,Education,3,16.52,1
38,Female,Single,3,Post Graduate,Salaried,Government,8,126654,2536661,0,38534,558,Good,4087641,4725548,Home,11,13.96,1
60,Male,Married,4,Graduate,Salaried,Government,7,165315,2473411,1,46105,435,Good,1625500,3565569,Education,13,7.59,1
53,Male,Single,4,Graduate,Self Employed,Business,7,190998,1734176,0,48322,318,Good,4228433,4394185,Education,1,7.31,1
32,Male,Single,2,Graduate,Self Employed,Government,7,182059,1461219,0,45880,859,Good,3966115,2669656,Home,18,17.25,1
28,Female,Married,3,Graduate,Self Employed,Business,19,139416,3497333,0,39704,521,Good,2324742,3928541,Car,26,9.22,1
44,Male,Single,3,Post Graduate,Self Employed,Business,6,254499,1131706,0,2242,483,Bad,2062932,4646580,Education,27,17.03,1
36,Male,Married,0,High School,Self Employed,Business,21,76549,765730,2,28326,625,Bad,2632873,1051044,Car,29,11.79,1
24,Female,Single,1,Graduate,Self Employed,Business,16,33641,2369164,3,49731,616,Good,1163347,2592955,Personal,14,12.04,0
58,Female,Married,2,High School,Self Employed,Business,4,29421,1465294,2,42924,475,Good,2632840,4755838,Personal,18,17.92,0
47,Male,Single,4,High School,Self Employed,Business,33,264740,1791456,1,43125,330,Good,1516790,4577230,Education,28,12.66,1
29,Female,Married,5,High School,Salaried,Business,24,56617,2221403,2,42805,469,Good,4757998,563991,Home,30,17.71,1
36,Female,Single,0,Graduate,Salaried,Government,14,293560,370351,2,38086,512,Bad,2347275,2922736,Business,26,14.02,1
32,Female,Single,3,Graduate,Salaried,Private,30,185288,2143457,1,30092,851,Bad,4475411,679431,Home,22,15.48,1
51,Female,Single,1,Graduate,Self Employed,Government,18,53772,2955584,3,7210,738,Good,2608909,3735990,Car,24,7.72,1
44,Male,Married,4,High School,Salaried,Business,30,207408,1847221,2,44502,634,Bad,2915144,2146037,Car,13,7.16,1
34,Male,Married,0,Graduate,Salaried,Business,11,233203,854558,0,13995,576,Good,1541786,698782,Business,26,14.93,1
45,Male,Single,3,Graduate,Salaried,Government,22,113472,241072,2,31750,598,Good,3567128,1650340,Education,7,12.57,1
54,Male,Single,4,High School,Self Employed,Private,22,28369,493392,1,35337,761,Bad,1288071,1156361,Personal,13,15.79,1
23,Male,Married,4,Graduate,Self Employed,Government,10,116132,3044373,3,27837,613,Good,3016013,2526839,Education,1,8.97,0
44,Female,Single,3,Post Graduate,Self Employed,Government,21,130765,3095135,2,32484,465,Good,1922052,3344537,Business,8,15.98,1
29,Male,Single,3,Post Graduate,Salaried,Government,29,93731,1517852,2,40992,427,Bad,3503775,520079,Education,23,14.31,1
46,Male,Married,2,Post Graduate,Salaried,Private,4,33178,2257472,1,6461,826,Good,3038689,2532497,Home,2,9.8,1
40,Female,Married,4,Post Graduate,Self Employed,Business,19,282161,769455,4,1140,336,Good,2605487,3113429,Home,10,17.02,0
60,Female,Single,3,High School,Salaried,Private,9,207386,3189224,4,15437,393,Bad,3753066,4907468,Business,22,17.67,0
30,Female,Married,5,Graduate,Salaried,Government,21,57095,240280,2,24002,398,Good,3137560,2688407,Home,11,12.06,1
39,Male,Single,5,Post Graduate,Self Employed,Government,29,218433,1997204,0,44934,462,Good,4648986,4253772,Home,7,11.96,1
23,Female,Single,0,Post Graduate,Self Employed,Private,29,44623,2488164,2,21027,341,Good,4722374,673564,Personal,22,13.29,0
44,Female,Married,1,Graduate,Self Employed,Private,21,26206,3203225,4,43877,351,Good,2745324,2772907,Business,14,14.87,0
25,Female,Single,5,High School,Self Employed,Business,6,272173,1417447,2,37237,839,Good,302101,2303642,Car,13,14.71,1
23,Male,Married,2,Post Graduate,Self Employed,Business,13,54815,3437568,0,13002,532,Good,3499360,1265983,Education,1,12.85,1
47,Female,Married,3,Graduate,Self Employed,Private,10,27766,1157677,3,21091,693,Bad,1413097,3311703,Car,9,17.1,0
36,Female,Single,1,Graduate,Self Employed,Business,6,158320,2186352,2,22671,502,Good,3899680,4793985,Car,27,8.79,1
35,Male,Married,2,Post Graduate,Self Employed,Government,31,44745,924292,1,592,301,Good,4294648,2085959,Personal,29,9.19,0
55,Female,Single,4,Post Graduate,Self Employed,Private,17,298175,2542119,0,22546,685,Bad,2705041,1485332,Personal,27,14.94,1
32,Male,Married,1,Graduate,Self Employed,Business,33,114306,568244,2,2210,793,Good,1698265,2820471,Home,3,15.16,1
46,Male,Single,5,Graduate,Self Employed,Government,1,73930,514652,4,5413,380,Good,507444,3375239,Car,5,11.33,0
54,Female,Married,2,Post Graduate,Self Employed,Private,6,235182,1979371,2,38073,787,Good,2963426,2619297,Business,27,10.29,1
43,Male,Single,3,Post Graduate,Salaried,Business,30,190355,1871570,4,8367,760,Good,2294936,2827160,Education,8,7.51,1
51,Female,Single,3,Post Graduate,Self Employed,Government,17,190711,2264295,1,31733,621,Good,4416250,4472288,Home,14,11.25,1
40,Female,Married,2,Post Graduate,Salaried,Private,19,27203,828658,3,14182,484,Good,773893,694870,Business,18,9.73,0
32,Female,Single,4,High School,Salaried,Business,6,249071,1570763,4,3930,351,Good,259331,4370342,Home,29,16.17,0
43,Female,Single,5,Graduate,Salaried,Government,21,238065,492551,2,43706,710,Good,3265609,870816,Business,20,12.38,1
24,Male,Single,2,Post Graduate,Self Employed,Government,33,261406,2743210,1,7218,720,Bad,4702467,1946573,Home,5,13.22,1
43,Female,Single,0,Graduate,Self Employed,Government,15,31202,3094622,0,10176,524,Good,4245760,3007065,Education,9,15.17,0
21,Female,Single,2,Post Graduate,Self Employed,Government,13,265549,1991182,2,17217,328,Good,901758,1153054,Business,18,10.28,1
45,Female,Single,2,High School,Self Employed,Private,31,71689,1949657,0,9332,879,Good,2116851,4703817,Home,22,16.77,1
22,Male,Married,5,Graduate,Salaried,Government,25,106780,2922749,4,31027,667,Good,2701809,2826600,Education,30,11.34,1
50,Male,Married,3,High School,Salaried,Private,29,41668,2025762,1,334,777,Good,2856381,254243,Education,23,8.18,1
23,Female,Married,4,Graduate,Self Employed,Private,8,71793,706848,3,29045,721,Good,4590923,4368565,Education,26,16.43,1
41,Male,Married,2,High School,Self Employed,Business,31,85436,3590493,2,47098,892,Bad,2671132,2305111,Home,12,17.15,1
45,Male,Single,1,Post Graduate,Self Employed,Private,6,178692,1363423,1,14656,420,Bad,538592,386080,Business,2,9.4,1
40,Female,Single,3,Post Graduate,Self Employed,Government,11,38219,2583409,1,48069,731,Good,2887789,1754511,Personal,26,14.18,1
42,Female,Married,3,High School,Salaried,Private,22,275836,3191346,3,47773,804,Good,3956258,605961,Personal,26,14.57,1
41,Female,Single,2,Post Graduate,Self Employed,Private,16,167267,2617888,4,45483,420,Good,706895,658186,Business,4,9.69,0
53,Female,Married,5,High School,Salaried,Business,20,156267,2170777,3,25562,484,Good,4067498,1650033,Education,4,11.71,0
58,Female,Single,1,High School,Self Employed,Private,11,274284,561449,3,26919,770,Good,1503887,1731023,Home,28,11.37,1
35,Male,Single,2,Graduate,Self Employed,Business,21,82349,2845365,3,47703,566,Bad,4799756,1165935,Car,16,13.91,0
35,Female,Married,1,High School,Self Employed,Private,22,100585,856492,0,48049,846,Good,4691838,2838436,Car,22,12.38,1
45,Female,Single,3,Graduate,Self Employed,Business,4,200804,1159194,2,44146,765,Good,496034,1125275,Education,18,14.44,1
41,Female,Married,1,High School,Self Employed,Private,17,117185,328882,3,25941,663,Good,1801034,3443516,Business,29,8.01,1
44,Female,Married,2,Graduate,Self Employed,Government,6,33376,2192795,2,24334,608,Good,586123,1432816,Home,29,10.18,0
25,Female,Married,0,Graduate,Salaried,Private,2,54330,1706579,3,4343,805,Good,2488746,3598162,Business,25,7.58,0
26,Male,Single,0,Post Graduate,Salaried,Business,0,164295,1539975,4,11540,750,Good,3495642,158697,Education,5,13.09,0
43,Female,Single,1,Graduate,Self Employed,Business,5,94165,2019210,4,45146,586,Good,4516660,2619683,Home,27,11.62,0
24,Male,Married,5,Graduate,Salaried,Government,6,137876,1536724,3,48376,698,Bad,287519,4001013,Personal,5,17.65,1
47,Female,Single,2,High School,Self Employed,Government,26,268822,2506745,1,46,526,Good,2620787,362772,Business,12,10.35,1
38,Female,Married,4,Graduate,Salaried,Business,30,82560,1653421,2,21709,561,Good,804578,640529,Business,7,10.04,1
41,Female,Married,0,Post Graduate,Self Employed,Government,7,252757,1784331,4,20803,520,Bad,1353163,3921127,Education,22,10.89,0
48,Male,Single,3,High School,Salaried,Private,13,190145,3546218,0,30551,450,Good,3007570,2985983,Business,11,12.28,1
55,Female,Married,2,Graduate,Self Employed,Private,14,73810,2988428,1,588,326,Bad,3742263,3119286,Education,10,13.74,1
42,Female,Single,2,High School,Salaried,Government,6,101728,1091657,4,23812,814,Good,1524753,3035213,Personal,4,10.94,1
60,Female,Single,0,High School,Salaried,Private,6,42269,1079004,1,1127,702,Good,3102202,1975530,Education,29,14.37,1
43,Female,Single,4,High School,Self Employed,Private,32,174964,3211049,2,48032,710,Good,1177396,1701803,Education,6,14.92,1
23,Female,Married,3,High School,Self Employed,Government,6,65575,265588,1,34425,741,Good,3649051,862306,Home,18,15.16,1
60,Female,Married,4,High School,Self Employed,Business,19,47037,3453413,0,23404,798,Good,64448,505291,Business,25,16.3,0
30,Female,Single,3,Graduate,Self Employed,Private,6,25383,3024960,1,484,660,Good,3707012,2200477,Education,20,8.69,1
45,Male,Single,0,High School,Self Employed,Government,13,102811,2707208,4,39735,728,Good,1718988,1698094,Education,11,15.21,1
28,Female,Married,2,High School,Salaried,Business,14,56186,3466976,0,17702,569,Good,363529,2580020,Home,12,10.25,1
31,Female,Single,3,Post Graduate,Self Employed,Private,17,79127,1858793,2,27986,476,Good,4076675,2415013,Home,23,14.99,1
25,Female,Single,2,Post Graduate,Self Employed,Private,9,34798,2187123,4,15849,355,Good,766018,4055912,Business,27,7.33,0
57,Male,Married,1,High School,Salaried,Government,34,206292,2004730,2,18898,437,Good,3324168,711164,Home,11,9.35,1
58,Male,Married,1,Graduate,Salaried,Private,26,73446,1860806,3,31902,465,Good,4665696,2634658,Business,16,12.3,0
49,Female,Married,0,Post Graduate,Salaried,Business,0,37483,323256,4,10997,455,Good,1506060,4282900,Business,25,13.52,0
25,Male,Single,0,Post Graduate,Self Employed,Government,27,204177,366136,1,19533,824,Good,3062558,2309964,Car,23,17.42,1
29,Female,Married,5,High School,Self Employed,Government,33,169923,1159974,2,32216,804,Good,461526,1261808,Car,3,9.71,1
22,Female,Married,0,Graduate,Salaried,Government,2,139653,3488795,1,15879,775,Good,4469561,2176490,Education,2,12.79,1
21,Male,Married,1,Graduate,Salaried,Government,2,109450,1563673,0,7043,536,Good,1743301,2344517,Business,27,12.42,0
60,Female,Married,3,Post Graduate,Self Employed,Business,10,146557,3165048,2,41710,554,Good,114719,1573189,Business,14,14.62,1
50,Male,Married,4,Post Graduate,Salaried,Business,3,162781,1511396,2,39044,752,Good,1671097,1857175,Car,11,9.68,1
31,Male,Married,0,Post Graduate,Self Employed,Business,29,71602,672149,0,32675,574,Bad,392528,3421816,Home,6,17.21,1
48,Male,Married,4,Post Graduate,Salaried,Business,31,271921,3357228,0,19307,525,Good,2122626,4177083,Home,27,17.94,1
32,Female,Single,4,Post Graduate,Salaried,Business,15,193739,3154958,0,39173,682,Bad,2860091,900322,Home,28,16.73,1
59,Female,Married,1,High School,Self Employed,Business,16,227216,732895,0,40423,491,Good,2403088,1369818,Business,3,14.75,1
46,Female,Single,5,High School,Salaried,Government,10,186547,474990,3,28772,650,Good,2210048,407601,Car,12,14.41,0
33,Female,Single,3,High School,Salaried,Government,31,216637,2395665,2,3688,708,Good,4138122,4845407,Personal,15,15.25,1
28,Female,Married,1,Post Graduate,Self Employed,Government,34,242379,892554,3,41593,492,Bad,2298316,3789324,Car,6,13.15,0
48,Female,Single,0,High School,Self Employed,Business,26,64281,2739554,3,21970,513,Good,3831412,3389595,Education,23,9.6,0
50,Female,Married,1,Post Graduate,Salaried,Government,33,295946,1738976,1,17897,721,Good,2202085,1472489,Home,15,16.79,1
29,Male,Single,1,Graduate,Self Employed,Business,4,134734,2681603,2,14762,539,Good,2855366,1162136,Home,4,14.22,1
59,Female,Married,1,Graduate,Self Employed,Government,24,208714,2562465,2,21201,404,Good,2145471,4914669,Business,21,7.87,1
51,Female,Single,0,High School,Self Employed,Business,27,259114,3426991,2,24340,661,Good,3278106,1177230,Education,17,12.47,1
41,Female,Married,0,Graduate,Salaried,Business,17,39925,3213778,2,34148,700,Good,3758752,2675764,Car,17,11.93,1
54,Male,Married,1,Graduate,Salaried,Business,2,84786,2375599,0,25787,463,Good,4305462,2211973,Business,30,8.04,0
51,Male,Single,1,Graduate,Salaried,Private,27,237474,1795751,4,27946,839,Bad,2549812,63578,Personal,8,11.02,1
45,Male,Single,4,High School,Salaried,Private,1,230435,1722426,1,45493,416,Good,4901702,1823695,Home,6,9.29,0
32,Female,Married,3,Graduate,Salaried,Business,33,74949,1395555,1,2512,692,Bad,2339695,3166459,Personal,17,7.49,1
21,Male,Single,4,High School,Salaried,Government,21,30695,3467567,0,37588,438,Bad,2550704,128291,Home,11,7.24,0
42,Male,Married,5,Post Graduate,Salaried,Business,21,220865,702120,3,44534,346,Good,3807297,2560255,Home,5,10.07,0
60,Female,Single,3,Post Graduate,Self Employed,Business,29,184178,1075950,4,29628,735,Good,3054773,3174794,Education,14,8.01,1
57,Female,Married,5,High School,Self Employed,Private,33,131652,3338672,1,14408,768,Good,1324637,1714483,Education,21,16.26,1
21,Female,Single,3,High School,Salaried,Business,0,146175,2966517,3,39026,758,Good,4790671,4081210,Business,8,17.73,0
21,Male,Married,1,Graduate,Salaried,Private,28,144843,3424310,2,13414,304,Good,1148190,4379325,Education,17,12.1,1
41,Female,Single,4,Post Graduate,Self Employed,Government,18,227723,2490331,4,33587,379,Good,4456416,3847110,Home,1,13.49,0
35,Female,Married,3,Graduate,Salaried,Government,18,87944,2855566,4,33026,375,Good,1536327,3294046,Car,1,17.44,0
37,Female,Single,5,Post Graduate,Salaried,Government,28,169956,645123,2,11845,503,Good,1234120,4725373,Home,28,15.25,1
42,Female,Married,3,Graduate,Salaried,Business,32,243256,1521671,1,8339,878,Good,1867101,4090816,Car,7,12.6,1
58,Female,Single,0,Graduate,Self Employed,Private,16,160371,2419550,4,19662,480,Good,1899260,3340075,Education,30,11.69,0
55,Female,Single,3,Post Graduate,Self Employed,Business,0,169751,477438,0,20077,369,Good,4198682,988343,Personal,20,15.21,0
36,Male,Married,1,Graduate,Self Employed,Government,32,92951,2508987,0,40695,349,Good,185708,671130,Personal,11,10.54,1
28,Female,Single,2,Post Graduate,Salaried,Business,21,44741,1023998,0,43589,715,Good,4322927,1983364,Education,23,15.25,1
37,Male,Single,0,High School,Self Employed,Private,17,208541,2458329,4,14750,512,Bad,730415,2420130,Personal,26,7.79,0
37,Male,Married,2,Graduate,Self Employed,Private,16,102801,3429478,1,911,483,Bad,1110610,2956458,Car,12,12.66,1
46,Female,Married,1,Post Graduate,Salaried,Government,31,222541,1650950,3,19484,493,Good,464021,1023943,Personal,21,8.99,0
33,Male,Married,2,Post Graduate,Salaried,Government,19,27414,346707,1,8469,411,Good,2421922,4762041,Car,12,15.08,0
37,Male,Married,3,Graduate,Salaried,Government,22,24165,851216,3,13991,774,Bad,4535179,482067,Education,23,17.67,0
58,Male,Single,2,Post Graduate,Salaried,Business,27,222745,763487,4,25499,386,Good,591679,3938590,Education,5,14.21,0
37,Female,Single,4,Graduate,Self Employed,Private,25,129215,3094409,2,21966,564,Good,3838415,3246020,Personal,13,14.97,1
34,Male,Single,1,Graduate,Self Employed,Business,6,258977,3019215,3,45959,847,Good,4063628,3249219,Home,20,8.8,1
26,Male,Married,4,High School,Salaried,Government,19,88665,2034159,3,47168,568,Good,950323,4708528,Business,23,13.05,0
55,Male,Single,2,High School,Salaried,Private,10,141684,1112217,1,14493,789,Good,2079471,154976,Personal,6,15.57,1
